accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.926934724092,4.23347220421,75.2084028244,32,32,0.943748623829,0,oneLayer_comb,32,0.942442507179,0.945058365759,20
