accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.8865,0.126897239685,1.33481678963,32,16,0.887064676617,0,oneLayer_perm,32,0.882673267327,0.8915,20
