accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.931067356623,25.2520416737,609.141867256,16,32,0.895890624189,0.125,dual_simple,32,0.895925488721,0.895855762371,20
