accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.88175,0.262152862549,1.72919793129,32,32,0.883065512979,0,oneLayer_comb,32,0.873349633252,0.893,20
