accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.9307195155991669,15.598692607879638,526.4735701560974,16,32,0.8965096960016422,0.125,dual_simple,32,0.8868441759524837,0.9063882223231079,20
