accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.794136944818,2.06129026413,45.6737477303,16,32,0.848673348874,0,oneLayer_feat,32,0.810949741796,0.890077821012,20
