accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.779012514532,2.43187294006,56.2271247864,16,32,0.793631736584,0,oneLayer_feat,32,0.781656477218,0.805979635515,20
