accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.7999527623301054,1.9694902420043945,59.594209861755374,16,32,0.6810582097522901,0,oneLayer_feat,32,0.7212128242680858,0.6451391140800311,20
