accuracy,avg_test_time,avg_train_time,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.909875,0.046265268325805665,0.0,128,32,0.9102675793403858,0.125,dual_large,32,0.9063197026022305,0.91425,20
